,movie_id,release_date,title,tags
147,36669,2002-11-17,Die Another Day,"Adventure Action Thriller PierceBrosnan laser britishsecretservice secretserviceagent spacebasedweapon EonProductions UnitedKingdom UnitedStatesofAmerica LeeTamahoriBond take on a North Korean leader who undergoes DNA replacement procedure that allow him to assume different identity . American agent , Jinx Johnson assist Bond in his attempt to thwart the villain 's plan to exploit a satellite that is powered by solar energy ."
148,43074,2016-07-14,Ghostbusters,"Action Fantasy Comedy MelissaMcCarthy femalefriendship ghosthunting reboot ghost ColumbiaPictures VillageRoadshowPictures MontecitoPictureCompany , The LStarCapital FeigcoEntertainment PascalPictures Ghostcorps UnitedStatesofAmerica PaulFeig SheilaWaldron RebeccaBreckelFollowing a ghost invasion of Manhattan , paranormal enthusiast Erin Gilbert and Abby Yates , nuclear engineer Jillian Holtzmann , and subway worker Patty Tolan band together to stop the otherworldly threat ."
149,95,1998-07-01,Armageddon,"Action Thriller ScienceFiction Adventure BruceWillis savingtheworld paris moon cataclysm asteroid selfsacrifice nasa spacemarine lossoffather daughter space wedding astronaut eiffeltowerparis duringcreditsstinger disastermovie spacecentre JerryBruckheimerFilms TouchstonePictures ValhallaMotionPictures UnitedStatesofAmerica MichaelBay KarinAnderson KarenGolden KevinCooperWhen an asteroid threatens to collide with Earth , NASA honcho Dan Truman determines the only way to stop it is to drill into it surface and detonate a nuclear bomb . This lead him to renowned driller Harry Stamper , who agrees to helm the dangerous space mission provided he can bring along his own hotshot crew . Among them is the cocksure A.J . who Harry think is n't good enough for his daughter , until the mission prof otherwise ."
150,608,2002-07-03,Men in Black II,"Action Adventure Comedy ScienceFiction TommyLeeJones savingtheworld secretidentity sunglass undercover spacemarine illegalimmigration deportation newidentity flyingsaucer light firearm alien fictionalgovernmentagency ColumbiaPictures AmblinEntertainment ColumbiaPicturesCorporation Parkes+MacDonaldImageNation UnitedStatesofAmerica BarrySonnenfeld ArtistW.Robinson MaryBailey SusanEileenStewart DeannaStadlerKay and Jay reunite to provide our best , last and only line of defense against a sinister seductress who level the toughest challenge yet to the MIB 's untarnished mission statement – protecting Earth from the scum of the universe . It 's been four year since the alien-seeking agent averted an intergalactic disaster of epic proportion . Now it 's a race against the clock a Jay must convince Kay – who not only ha absolutely no memory of his time spent with the MIB , but is also the only living person left with the expertise to save the galaxy – to reunite with the MIB before the earth submits to ultimate destruction ."
151,2310,2007-11-05,Beowulf,"Adventure Action Animation RayWinstone denmark nordicmythology lie prideandvanity folkhero humanweakness viking alienation festivalhall sin royalty curse battle ancientworld adultanimation motioncapture ParamountPictures Shangri-LaEntertainment ImageMovers ParamountAnimation UnitedStatesofAmerica RobertZemeckis LucaKouimelis HaraldKraut6th-century Scandinavian warrior , Beowulf embarks on a mission to slay the manlike ogre Grendel , a descendant of Cain ."
152,140300,2016-01-23,Kung Fu Panda 3,"Action Adventure Animation Comedy Family JackBlack china martialarts kungfu village panda sequel talkinganimal anthropomorphism dragon ancientchina wuxia womandirector TwentiethCenturyFoxFilmCorporation DreamWorksAnimation ChinaFilmCo . OrientalDreamWorks China UnitedStatesofAmerica JenniferYuhNelson AlessandroCarloni EdwardDerianBoyke DarrinButts AlessandroCeglia HamiltonLewisContinuing his `` legendary adventure of awesomeness '' , Po must face two hugely epic , but different threat : one supernatural and the other a little closer to his home ."
153,56292,2011-12-07,Mission: Impossible - Ghost Protocol,"Action Thriller Adventure TomCruise fight sequel mission explosion brokenarm imax nuclearthreat ParamountPictures SkydanceProductions BadRobot TCProductions RevolutionSunStudios KontseptFilmCompany CzechRepublic UnitedStatesofAmerica UnitedArabEmirates BradBird JakubDvorakIn the 4th installment of the Mission Impossible series , Ethan Hunt ( Cruise ) and his team are racing against time to track down a dangerous terrorist named Hendricks ( Nyqvist ) , who ha gained access to Russian nuclear launch code and is planning a strike on the United States . An attempt to stop him end in an explosion causing severe destruction to the Kremlin and the IMF to be implicated in the bombing , forcing the President to disavow them . No longer being aided by the government , Ethan and his team chase Hendricks around the globe , although they might still be too late to stop a disaster ."
154,81188,2012-11-21,Rise of the Guardians,"Fantasy Animation Family ChrisPine dream santaclaus nightmare easterbunny toothfairy jackfrost sandman duringcreditsstinger DreamWorksAnimation UnitedStatesofAmerica PeterRamsey KendraVanderVlietWhen an evil spirit known a Pitch lay down the gauntlet to take over the world , the immortal Guardians must join force for the first time to protect the hope , belief and imagination of child all over the world ."
155,7552,2005-12-21,Fun with Dick and Jane,"Comedy JimCarrey basedonnovel desperation robber hold-uprobbery remake suburbia lossofjob humiliation unemployment bankruptcy travelagent richestorags bearerbonds comeuppance ImagineEntertainment ColumbiaPicturesCorporation JC23Entertainment UnitedStatesofAmerica DeanParisot WilmaGarscadden-GahretAfter Dick Harper loses his job at Globodyne in an Enron-esque collapse , he and his wife , Jane , turn to crime in order to handle the massive debt they now face . Two intelligent people , Dick and Jane actually get pretty good at robbing people and even enjoy it -- but they have second thought when they 're reminded that crime can hurt innocent people . When the couple hears that Globodyne bos Jack McCallister actually swindled the company , they plot revenge ."
156,616,2003-12-05,The Last Samurai,"Drama Action War History TomCruise japan warcrimes senseofguilt swordplay general samurai warveteran katana sword armsdeal homeland emperor languagebarrier self-discovery mountainvillage foreignlegion mercenary campaign commercialagreement insurgence leader warstrategy gettysburg lossofhusband slaughter soldier alcoholic u.s.soldier japanesearmy 19thcentury wartrauma Cruise/WagnerProductions WarnerBros . RadarPictures BedfordFallsCompany , The Japan UnitedStatesofAmerica NewZealand EdwardZwickNathan Algren is an American hired to instruct the Japanese army in the way of modern warfare , which find him learning to respect the samurai and the honorable principle that rule them . Pressed to destroy the samurai 's way of life in the name of modernization and open trade , Algren decides to become an ultimate warrior himself and to fight for their right to exist ."
157,147441,2014-12-03,Exodus: Gods and Kings,"Adventure Drama Action ChristianBale moses bible ancientegypt 3d ramses ScottFreeProductions CherninEntertainment Babieka VolcanoFilms Spain UnitedKingdom UnitedStatesofAmerica RidleyScott JuliaChiavetta AnniePennThe defiant leader Moses rise up against the Egyptian Pharaoh Ramses , setting 400,000 slave on a monumental journey of escape from Egypt and it terrifying cycle of deadly plague ."
158,13475,2009-05-06,Star Trek,"ScienceFiction Action Adventure ChrisPine spacecraft teleportation spacemission parachute timetravel blackhole supernova prequel warpspeed futuristic warpengine romulans outerspace vulcan alternatereality spaceopera reboot ParamountPictures SpyglassEntertainment BadRobot MavroCinePicturesGmbH & Co.KG Germany UnitedStatesofAmerica J.J.AbramsThe fate of the galaxy rest in the hand of bitter rival . One , James Kirk , is a delinquent , thrill-seeking Iowa farm boy . The other , Spock , a Vulcan , wa raised in a logic-based society that reject all emotion . As fiery instinct clash with calm reason , their unlikely but powerful partnership is the only thing capable of leading their crew through unimaginable danger , boldly going where no one ha gone before . The human adventure ha begun again ."
159,557,2002-05-01,Spider-Man,"Fantasy Action TobeyMaguire lossoflover spider thanksgiving badboss hostility marvelcomic superhero poky evil referencetosuperman goblin ColumbiaPictures MarvelEnterprises UnitedStatesofAmerica SamRaimi SusanaPreston JeffShiffmanAfter being bitten by a genetically altered spider , nerdy high school student Peter Parker is endowed with amazing power ."
160,82702,2014-06-12,How to Train Your Dragon 2,"Fantasy Action Adventure Animation Comedy Family JayBaruchel fathersonrelationship wifehusbandrelationship sacrifice viking sequel rescue dragon mothersonrelationship deathofhusband warrior 3d DreamWorksAnimation MadHatterEntertainment UnitedStatesofAmerica DeanDeBlois J.C.AlvarezThe thrilling second chapter of the epic How To Train Your Dragon trilogy brings back the fantastical world of Hiccup and Toothless five year later . While Astrid , Snotlout and the rest of the gang are challenging each other to dragon race ( the island 's new favorite contact sport ) , the now inseparable pair journey through the sky , charting unmapped territory and exploring new world . When one of their adventure lead to the discovery of a secret ice cave that is home to hundred of new wild dragon and the mysterious Dragon Rider , the two friend find themselves at the center of a battle to protect the peace ."
161,205584,2016-02-25,Gods of Egypt,Fantasy BrentonThwaites egypt underworld fight mythology nile war thief rescue desert god egyptianmythology egyptian myth SummitEntertainment MysteryClockCinema ThunderRoadPictures TIKFilms Pyramania Australia UnitedStatesofAmerica AlexProyas KiraBohn KarenMansfieldA common thief join a mythical god on a quest through Egypt .
162,10048,2005-07-28,Stealth,"Action JoshLucas artificialintelligence u.s.navy aftercreditsstinger LauraZiskinProductions OriginalFilm ColumbiaPicturesCorporation PhoenixPictures AFGTalonsProductions UnitedStatesofAmerica RobCohenDeeply ensconced in a top-secret military program , three pilot struggle to bring an artificial intelligence program under control ... before it initiate the next world war ."
163,13183,2009-03-05,Watchmen,"Action Mystery ScienceFiction MalinÅkerman dccomics secretidentity massmurder retirement basedoncomicbook conspiracy nuclearwar doomsday soviet maskedvigilante doomsdayclock redsquare deathofsuperhero americanpresident 1980s ParamountPictures DCComics LawrenceGordonProductions LegendaryPictures WarnerBros . CruelandUnusualFilms UnitedStatesofAmerica ZackSnyderIn a gritty and alternate 1985 the glory day of costumed vigilante have been brought to a close by a government crackdown , but after one of the masked veteran is brutally murdered an investigation into the killer is initiated . The reunited hero set out to prevent their own destruction , but in doing so uncover a sinister plot that put all of humanity in grave danger ."
164,944,1998-07-10,Lethal Weapon 4,"Action Adventure Comedy Crime Thriller MelGibson lapd houseonfire revolver SilverPictures Donner/Shuler-DonnerProductions WarnerBros . UnitedStatesofAmerica RichardDonner J.TomArchuletaIn the combustible action franchise 's final installment , maverick detective Martin Riggs and Roger Murtaugh square off against Asian mobster Wah Sing Ku , who 's up to his neck in slave trading and counterfeit currency . With help from gumshoe Leo Getz and smart-aleck rookie cop Lee Butters , Riggs and Murtaugh aim to take down Ku and his gang ."
165,1927,2003-06-19,Hulk,"Drama Action ScienceFiction EricBana california sanfrancisco monster general gun dna mutation psychology berkeley transformation frog president marvelcomic superhero goldengatebridge doctor fear scientist dog desert anger mirror phone military cell hulk superhumanstrength repressedmemory repression UniversalPictures GoodMachine ValhallaMotionPictures MarvelEnterprises UnitedStatesofAmerica AngLee ArtistW.Robinson Jayne-AnnTenggren IanO'Connor DeannaStadlerBruce Banner , a genetics researcher with a tragic past , suffers massive radiation exposure in his laboratory that cause him to transform into a raging green monster when he get angry ."
166,72559,2013-03-26,G.I. Joe: Retaliation,"Adventure Action ScienceFiction Thriller DwayneJohnson terror assassin secret technology missile warhead president rescue conspiracy explosion battle surveillance cobra ParamountPictures DiBonaventuraPictures Hasbro SkydanceProductions Metro-Goldwyn-Mayer ( MGM ) SaintsLA UnitedStatesofAmerica JonM.ChuFramed for crime against the country , the G.I . Joe team is terminated by Presidential order . This force the G.I . Joes into not only fighting their mortal enemy Cobra ; they are forced to contend with threat from within the government that jeopardize their very existence ."
167,7364,2005-04-06,Sahara,"Action Adventure Comedy Drama Mystery MatthewMcConaughey tyrant ironcladship ParamountPictures BristolBayProductions BaldwinEntertainmentGroup DesertlandsEntertainment MaceNeufeldProductions Kanzaman J.K.LivinProductions Moguletta SaharaProductions BabelsbergFilm Germany Spain UnitedKingdom UnitedStatesofAmerica JeanBourne BreckEisner ChristopherNewmanScouring the ocean depth for treasure-laden shipwreck is business a usual for a thrill-seeking underwater adventurer and his wisecracking buddy . But when these two cross path with a beautiful doctor , they find themselves on the ultimate treasure hunt ."
168,2114,2001-07-02,Final Fantasy: The Spirits Within,"Adventure Action Animation Fantasy ScienceFiction Thriller DonaldSutherland battleassignment dystopia alien downfall scientist basedonvideogame ColumbiaPictures SquareUSA ChrisLeeProductions Japan UnitedStatesofAmerica HironobuSakaguchi MotonoriSakakibaraLed by a strange dream , scientist Aki Ross struggle to collect the eight spirit in the hope of creating a force powerful enough to protect the planet . With the aid of the Deep Eyes Squadron and her mentor , Dr. Sid , Aki must save the Earth from it darkest hate and unleash the spirit within ."
169,1771,2011-07-22,Captain America: The First Avenger,"Action Adventure ScienceFiction ChrisEvans newyork usa worldwarii nazi marvelcomic superhero basedoncomicbook nazigermany perioddrama brooklynnewyorkcity captainamerica aftercreditsstinger marvelcinematicuniverse 3d MarvelStudios UnitedStatesofAmerica JoeJohnstonPredominantly set during World War II , Steve Rogers is a sickly man from Brooklyn who 's transformed into super-soldier Captain America to aid in the war effort . Rogers must stop the Red Skull – Adolf Hitler 's ruthless head of weaponry , and the leader of an organization that intends to use a mysterious device of untold power for world domination ."
170,36643,1999-11-08,The World Is Not Enough,"Adventure Action Thriller PierceBrosnan british mission oil heiress bilbaospain britishsecretservice EonProductions Metro-Goldwyn-Mayer ( MGM ) UnitedKingdom UnitedStatesofAmerica MichaelApted NikkiClappGreed , revenge , world dominance and high-tech terrorism – it 's all in a day 's work for Bond , who 's on a mission to a protect beautiful oil heiress from a notorious terrorist . In a race against time that culminates in a dramatic submarine showdown , Bond work to defuse the international power struggle that ha the world 's oil supply hanging in the balance ."
171,8619,2003-11-14,Master and Commander: The Far Side of the World,"Adventure RussellCrowe naturalist frigate selfsurgery seabattle weevil UniversalPictures TwentiethCenturyFoxFilmCorporation SamuelGoldwynFilms Miramax UnitedStatesofAmerica PeterWeir AlanB.Curtiss WilmaGarscadden-Gahret BrendaLopez DaniMorrow DavidM.BernsteinAfter an abrupt and violent encounter with a French warship inflicts severe damage upon his ship , a captain of the British Royal Navy begin a chase over two ocean to capture or destroy the enemy , though he must weigh his commitment to duty and ferocious pursuit of glory against the safety of his devoted crew , including the ship 's thoughtful surgeon , his best friend ."
172,50620,2012-11-13,The Twilight Saga: Breaking Dawn - Part 2,"Adventure Fantasy Drama Romance KristenStewart vampire romance villainess superstrength imprinting crossbreed bloodsucker grudge vampirevsvampire chiefofpolice dhampir forkswashington wolfpack misinformation seeingthefuture fangvamp SummitEntertainment SunsweptEntertainment TempleHillEntertainment UnitedStatesofAmerica BillCondon JessicaLichtnerAfter the birth of Renesmee , the Cullens gather other vampire clan in order to protect the child from a false allegation that put the family in front of the Volturi ."
173,65759,2011-11-17,Happy Feet Two,"Animation Comedy Family ElijahWood penguin musical aftercreditsstinger 3d VillageRoadshowPictures WarnerBros . DrDStudios KennedyMillerMitchell Australia GeorgeMiller PabloCalvilloMumble the penguin ha a problem : his son Erik , who is reluctant to dance , encounter The Mighty Sven , a penguin who can fly ! Things get worse for Mumble when the world is shaken by powerful force , causing him to brings together the penguin nation and their ally to set thing right ."
174,1724,2008-06-12,The Incredible Hulk,"ScienceFiction Action Adventure EdwardNorton newyork riodejaneiro marvelcomic superhero basedoncomicbook ontherun fugitive supersoldier tonystark virginia military hulk marvelcinematicuniverse angry brucebanner UniversalPictures MarvelStudios ValhallaMotionPictures MVLIncredibleProductions UnitedStatesofAmerica LouisLeterrier LouisLeterrierScientist Bruce Banner scour the planet for an antidote to the unbridled force of rage within him : the Hulk . But when the military mastermind who dream of exploiting his power force him back to civilization , he find himself coming face to face with a new , deadly foe ."
175,267935,2016-06-01,The BFG,"Adventure Family Fantasy RubyBarnhill londonengland england basedonnovel queen littlegirl orphan cannibal giant evilbrother WaltDisneyPictures AmblinEntertainment RelianceEntertainment Kennedy/MarshallCompany , The WaldenMedia India UnitedStatesofAmerica StevenSpielbergThe BFG is no ordinary bone-crunching giant . He is far too nice and jumbly . It 's lucky for Sophie that he is . Had she been carried off in the middle of the night by the Bloodbottler , or any of the other giants—rather than the BFG—she would have soon become breakfast . When Sophie hears that the giant are flush-bunking off to England to swollomp a few nice little chiddlers , she decides she must stop them once and for all . And the BFG is going to help her !"
176,281957,2015-12-25,The Revenant,"Western Drama Adventure Thriller LeonardoDiCaprio fathersonrelationship rape basedonnovel mountain winter grizzlybear wilderness frontier revenge murder nativeamerican survival bear snow violence animaldeath bearattack deathofson basedontrueevents furtrapper RegencyEnterprises AppianWay CatchPlay AnonymousContent NewRegencyPictures HongKongAlphaMotionPicturesCo . RatPacEntertainment MProductions MonarchyEnterprisesS.a.r.l . Canada HongKong Taiwan UnitedStatesofAmerica AlejandroGonzálezIñárritu AnaMariaQuintana JessicaClothier SamanthaEllisonIn the 1820s , a frontiersman , Hugh Glass , set out on a path of vengeance against those who left him for dead after a bear mauling ."
177,77950,2013-07-11,Turbo,Animation Family RyanReynolds underdog carrace dream speed power snail fast friend superpower racer DreamWorksAnimation UnitedStatesofAmerica DavidSoren JoshLaBrotThe tale of an ordinary garden snail who dream of winning the Indy 500 .
178,44896,2011-03-02,Rango,"Animation Comedy Family Western Adventure JohnnyDepp sheriff nevada pet rango chameleon lasvegas cactus terrarium constructionsite armadillo disillusionment ParamountPictures NickelodeonMovies GKFilms BlindWink ParamountAnimation UnitedStatesofAmerica GoreVerbinskiWhen Rango , a lost family pet , accidentally wind up in the gritty , gun-slinging town of Dirt , the less-than-courageous lizard suddenly find he stand out . Welcomed a the last hope the town ha been waiting for , new Sheriff Rango is forced to play his new role to the hilt ."
179,270946,2014-11-22,Penguins of Madagascar,"Family Animation Adventure Comedy TomMcGrath penguin madagascar 3d DreamWorksAnimation UnitedStatesofAmerica EricDarnell SimonJ.SmithSkipper , Kowalski , Rico and Private join force with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world a we know it ."
180,2503,2007-08-03,The Bourne Ultimatum,"Action Drama Mystery Thriller MattDamon paris corruption madrid assassin basedonnovel europe prosecution dangerous falseidentity revelation government weapon interpol sequel conspiracy shootout espionage motorcycle violence footchase moskow darkpast langleyvirginia flashback chaseontheroof securityleak UniversalPictures TheKennedy/MarshallCompany LudlumEntertainment MotionPictureBETAProduktionsgesellschaft BourneAgain Germany UnitedStatesofAmerica PaulGreengrass DavidDecio AnniePenn SueMahoney ChrisCarrerasBourne is brought out of hiding once again by reporter Simon Ross who is trying to unveil Operation Blackbriar , an upgrade to Project Treadstone , in a series of newspaper column . Information from the reporter stir a new set of memory , and Bourne must finally uncover his dark past while dodging The Company 's best effort to eradicate him ."
181,9502,2008-06-04,Kung Fu Panda,"Adventure Animation Family Comedy JackBlack china martialarts kungfu mentor snake restaurant shop strongwoman bravery tiger turtle panda sensei anthropomorphism fighting ancientchina monkey master destiny evil aftercreditsstinger monkeywarrior noodle DreamWorksAnimation UnitedStatesofAmerica MarkOsborne JohnStevensonWhen the Valley of Peace is threatened , lazy Po the panda discovers his destiny a the `` chosen one '' and train to become a kung fu hero , but transforming the unsleek slacker into a brave warrior wo n't be easy . It 's up to Master Shifu and the Furious Five -- Tigress , Crane , Mantis , Viper and Monkey -- to give it a try ."
182,102899,2015-07-14,Ant-Man,"ScienceFiction Action Adventure PaulRudd marvelcomic superhero basedoncomicbook aftercreditsstinger duringcreditsstinger marvelcinematicuniverse 3d MarvelStudios UnitedStatesofAmerica PeytonReed WalterGasparovic LarsP.Winther KerryLynMcKissick BrianAveryGalliganArmed with the astonishing ability to shrink in scale but increase in strength , master thief Scott Lang must embrace his inner-hero and help his mentor , Doctor Hank Pym , protect the secret behind his spectacular Ant-Man suit from a new generation of towering threat . Against seemingly insurmountable obstacle , Pym and Lang must plan and pull off a heist that will save the world ."
183,101299,2013-11-15,The Hunger Games: Catching Fire,"Adventure Action ScienceFiction JenniferLawrence competition basedonnovel mentor secret factory television propaganda future dystopia alliance game president uprising sequel murder survival conspiracy rebellion blood femaleprotagonist tournament explosion danger imax winner basedonyoungadultnovel Lionsgate ColorForce UnitedStatesofAmerica FrancisLawrence AnaMariaQuintanaKatniss Everdeen ha returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark . Winning mean that they must turn around and leave their family and close friend , embarking on a `` Victor 's Tour '' of the district . Along the way Katniss sens that a rebellion is simmering , but the Capitol is still very much in control a President Snow prepares the 75th Annual Hunger Games ( The Quarter Quell ) - a competition that could change Panem forever ."
184,228161,2015-03-18,Home,"Fantasy Comedy Animation ScienceFiction Family JimParsons friendship spaceship space alien alieninvasion alienfriendship awfulleader takingresposibility TwentiethCenturyFoxFilmCorporation DreamWorksAnimation UnitedStatesofAmerica TimJohnson JoshLaBrotWhen Earth is taken over by the overly-confident Boov , an alien race in search of a new place to call home , all human are promptly relocated , while all Boov get busy reorganizing the planet . But when one resourceful girl , Tip , manages to avoid capture , she find herself the accidental accomplice of a banished Boov named Oh . The two fugitive realize there ’ s a lot more at stake than intergalactic relation a they embark on the road trip of a lifetime ."
185,74,2005-06-28,War of the Worlds,"Adventure Thriller ScienceFiction TomCruise posttraumaticstressdisorder newjersey airplane dystopia daughter apocalypse alieninvasion humansubjugation ParamountPictures DreamWorksSKG Cruise/WagnerProductions AmblinEntertainment UnitedStatesofAmerica StevenSpielberg AdamSomner AnaMariaQuintana ColinBenoitRay Ferrier is a divorced dockworker and less-than-perfect father . Soon after his ex-wife and her new husband drop of his teenage son and young daughter for a rare weekend visit , a strange and powerful lightning storm touch down ."
186,8961,2003-07-18,Bad Boys II,"Adventure Action Comedy Thriller Crime MartinLawrence miami kukluxklan cuba undercover mexicanstandoff ecstasy guantánamo slaughter shootout gunfight bromance gangster violence footchase interrogation carchase druglord explodinghouse narcoticscop illegaldrugs deaagent buddycop criminalunderworld actionhero haitiangang minefield ColumbiaPicturesCorporation DonSimpson/JerryBruckheimerFilms UnitedStatesofAmerica MichaelBay JaneGoldsmith JohnG.Scotti JoeLotitoOut-of-control , trash-talking buddy cop Marcus Burnett and Mike Lowrey of the Miami Narcotics Task Force reunite , and bullet fly , car crash and laugh explode a they pursue a whacked-out drug lord from the street of Miami to the barrio of Cuba . But the real firework result when Marcus discovers that playboy Mike is secretly romancing Marcus ’ sexy sister ."
187,417859,2011-10-28,Puss in Boots,"Action Adventure Animation Family Fantasy AntonioBanderas adventure fairy-talefigure DreamWorks UnitedStatesofAmerica ChrisMillerLong before he even met Shrek , the notorious fighter , lover and outlaw Puss in Boots becomes a hero when he set off on an adventure with the tough and street smart Kitty Softpaws and the mastermind Humpty Dumpty to save his town . This is the true story of The Cat , The Myth , The Legend ... The Boots ."
188,27576,2010-07-21,Salt,"Action Mystery Thriller AngelinaJolie assassination spy cia kidnapping coldwar sovietunion doubleagent raceagainsttime revenge ontherun shootout espionage femaleprotagonist hitwoman terrorism violence russianspy intelligenceofficer actionheroine ColumbiaPictures DiBonaventuraPictures RelativityMedia WintergreenProductions UnitedStatesofAmerica PhillipNoyceAs a CIA officer , Evelyn Salt swore an oath to duty , honor and country . Her loyalty will be tested when a defector accuses her of being a Russian spy . Salt go on the run , using all her skill and year of experience a a covert operative to elude capture . Salt 's effort to prove her innocence only serve to cast doubt on her motif , a the hunt to uncover the truth behind her identity continues and the question remains : `` Who is Salt ? ''"
189,86834,2014-03-20,Noah,Drama Adventure RussellCrowe bible god noah 3d ParamountPictures RegencyEnterprises ProtozoaPictures DisruptionEntertainment UnitedStatesofAmerica DarrenAronofsky JessicaLichtnerA man who suffers vision of an apocalyptic deluge take measure to protect his family from the coming flood .
190,17578,2011-10-25,The Adventures of Tintin,"Adventure Animation Mystery JamieBell riddle captain treasure liquor treasurehunt sunkentreasure plot reporter 3d action ParamountPictures ColumbiaPictures WingNutFilms AmblinEntertainment NickelodeonMovies Kennedy/MarshallCompany , The HemisphereMediaCapital NewZealand UnitedStatesofAmerica StevenSpielberg AnaMariaQuintanaIntrepid young reporter , Tintin and his loyal dog , Snowy are thrust into a world of high adventure when they discover a ship carrying an explosive secret . As Tintin is drawn into a centuries-old mystery , Ivan Ivanovitch Sakharine suspect him of stealing a priceless treasure . Tintin and Snowy , with the help of salty , cantankerous Captain Haddock and bumbling detective , Thompson & amp ; Thomson , travel half the world , one step ahead of their enemy a Tintin endeavor to find The Unicorn , a sunken ship that may hold a vast fortune , but also an ancient curse ."
191,673,2004-05-31,Harry Potter and the Prisoner of Azkaban,"Adventure Fantasy Family DanielRadcliffe flying traitor magic cuttingthecord childhero broom sorcerer'sapprentice schoolofwitchcraft griffon blackmagic timetravel bestfriend werewolf dark muggle aftercreditsstinger 1492Pictures Heydayfilms WarnerBros . UnitedKingdom UnitedStatesofAmerica AlfonsoCuarón AnniePenn ChrisCarreras RandyJonsson FionaRichards IainAtkinsonHarry , Ron and Hermione return to Hogwarts for another magic-filled year . Harry come face to face with danger yet again , this time in the form of escaped convict , Sirius Black – and turn to sympathetic Professor Lupin for help ."
192,6972,2008-11-18,Australia,"Drama NicoleKidman missionary worldwarii ranch australia british racist cattledrive aftercreditsstinger stampede waltzingmatilda trampledtodeath BazmarkFilms IngeniousFilmPartners TwentiethCenturyFoxFilmCorporation DuneEntertainmentIII ScreenWest Australia UnitedStatesofAmerica UnitedKingdom BazLuhrmann SophieFabbri-JacksonSet in northern Australia before World War II , an English aristocrat who inherits a sprawling ranch reluctantly pact with a stock-man in order to protect her new property from a takeover plot . As the pair drive 2,000 head of cattle over unforgiving landscape , they experience the bombing of Darwin , Australia , by Japanese force firsthand ."
193,82700,2013-05-30,After Earth,"ScienceFiction Action Adventure JadenSmith dystopia ColumbiaPictures BlindingEdgePictures OverbrookEntertainment UnitedStatesofAmerica M.NightShyamalanOne thousand year after cataclysmic event forced humanity 's escape from Earth , Nova Prime ha become mankind 's new home . Legendary General Cypher Raige return from an extended tour of duty to his estranged family , ready to be a father to his 13-year-old son , Kitai . When an asteroid storm damage Cypher and Kitai 's craft , they crash-land on a now unfamiliar and dangerous Earth . As his father lie dying in the cockpit , Kitai must trek across the hostile terrain to recover their rescue beacon . His whole life , Kitai ha wanted nothing more than to be a soldier like his father . Today , he get his chance ."
194,10567,2000-05-19,Dinosaur,Animation Family D.B.Sweeney cataclysm asteroid leader comet animation prehistoric prehistoricegg dinosaur nestinggrounds prehistoriccreature prehistoricadventure lemur prehistorictimes WaltDisneyPictures WaltDisneyFeatureAnimation UnitedStatesofAmerica RalphZondag EricLeighton RickMooreAn orphaned dinosaur raised by lemur join an arduous trek to a sancturary after a meteorite shower destroys his family home .
195,181533,2014-12-17,Night at the Museum: Secret of the Tomb,"Adventure Comedy Fantasy Family BenStiller nightwatchman museum naturalhistory history smithsonian TwentiethCenturyFoxFilmCorporation 1492Pictures 21LapsEntertainment MovingPictureCompany ( MPC ) TSGEntertainment UnitedKingdom UnitedStatesofAmerica JoshMcLaglen ShawnLevy DianeDurant SamanthaEllison RosalieCarewWhen the magic power of The Tablet of Ahkmenrah begin to die out , Larry Daley ( Ben Stiller ) span the globe , uniting favorite and new character while embarking on an epic quest to save the magic before it is gone forever ."
196,38055,2010-10-28,Megamind,"Animation Action Comedy Family ScienceFiction WillFerrell savingtheworld date prison secretidentity fish gun dna mayor antihero rain museum one-sidedlove serum talkinganimal reporter duringcreditsstinger strongervillain DreamWorksAnimation UnitedStatesofAmerica TomMcGrathBumbling supervillain Megamind finally defeat his nemesis , the superhero Metro Man . But without a hero , he loses all purpose and must find new meaning to his life ."
197,671,2001-11-16,Harry Potter and the Philosopher's Stone,"Adventure Fantasy Family DanielRadcliffe witch christmasparty magic cuttingthecord halloween childhero broom chosenone frog fantasyworld basedonyoungadultnovel 1492Pictures WarnerBros . HeydayFilms UnitedKingdom UnitedStatesofAmerica ChrisColumbus AnniePenn ChrisCarreras MichaelStevenson MichaelMichaelHarry Potter ha lived under the stair at his aunt and uncle 's house his whole life . But on his 11th birthday , he learns he 's a powerful wizard -- with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry . As he learns to harness his newfound power with the help of the school 's kindly headmaster , Harry uncovers the truth about his parent ' death -- and about the villain who 's to blame ."
198,49524,2013-07-18,R.I.P.D.,Fantasy Action Comedy Crime JeffBridges gold policeoperation partner revenge undead ghost policedepartment UniversalPictures OriginalFilm DarkHorseEntertainment UnitedStatesofAmerica RobertSchwentkeA recently slain cop join a team of undead police officer working for the Rest in Peace Department and try to find the man who murdered him . Based on the comic by Peter M. Lenkov .
